306	الذي لا يعرف الصقر يشويه
307	الذي لا يعرفك يجهلك
308	أول القصيدة كفر
309	أول ما شطح نطح
310	باب النجار مخَلَّع
311	باع كرمه واشترى معصرة
312	بذات فمه يفتضح الكذوب
313	تطلب أثراً بعد عين
314	جنت على نفسها براقش
315	حافٍ يسخر بناعل
316	حسبه صيدا فكان قيدا
317	حظ في السحاب وعقل في التراب
318	حيلة العاجز دموعه
319	رب زارع لنفسه حاصد سواه
320	ربما أراد الأحمق نفعك فضرك
321	كالإبرة تكسي غيرها وهي عريانة
322	كالأطرش في الزَّفَّة
323	شر البلية ما يضحك
324	شفيت نفسي ولكن جدعت أنفي
325	طبيب يداوي الناس وهو عليل
326	طمع إبليس في الجنة
327	عنز استتيست
328	غاب حولين وجاء بِخُفَّيْ حنين
329	غضبه على طرف أنفه
330	فلان قد ركب الفيل وقال لا تبصروني
331	فيا موقدا نارا لغيرك ضوؤها
332	قيل للبغل من أبوك قال الفرس خالي
333	كالحادي وليس له بعير
334	كالمحتمي ببيت العنكبوت
335	كالمستجير من الرمضاء بالنار
336	كطالب الصيد في عرين الأسد
337	كلما كثر الذباب هان قتله
338	كناطح صخرة يوما ليكسرها فلم يضرها وأوهى قرنه الوعل
339	لا طال توت الشام ولا عنب اليمن
340	لا مصيبة أعظم من الجهل
341	لأمر ما جدع قصير أنفه
342	لسان الجاهل مفتاح حتفه
343	لكل داء دواء يستطب به إلا الحماقة أعيت من يداويها
344	ليس الحريص بزائد في رزقه
345	من تدخل فيما لا يعنيه لقي ما لا يرضيه
346	من جهل قدر نفسه كان بقدر غيره أجهل
347	نام ساعة الرحيل
348	نزل بواد غير ذي زرع
349	همه لا يتجاوز طرفي ردائه
350	وذى علة يأتي عليلا ليشتفي به وهو جار للمسيح بن مريم
351	ومن يجعل الضرغام بازا لصيده تَصَيَّدَهُ الضرغام فيما تصيدا
352	يبني قصراً ويهدم مصراً
353	يُدْخِلُ شعبان في رمضان
354	يدع العين ويطلب الأثر
355	يدهن من قارورة فارغة
356	يذبح الطاووس لجمال ريشه
357	يصوم يصوم ويفطر على بصلة
358	يَهُبُّ مع كل ريح ويسعى مع كل قوم
359	أحمد البلاغة الصمت حين لا يَحْسُنُ الكلام
360	إذا تكلمت بالكلمة ملكتك وإذا لم تتكلم بها ملكتها
361	السكوت علامة الرضا
362	أنت على رد ما لم تقل أقدر منك على رد ما قلت
363	إياك وأن يضرب لسانك عنقك
364	تكلم فقد كلم الله موسى
365	خير الخلال حفظ اللسان
366	خير الكلام ما قل ودل
367	رب سكوت أبلغ من كلام
368	رب قول أشد من صول
369	رب كلام يثير الحروب
370	رب كلمة قالت لصاحبها دعني
371	سرك أسيرك
372	سلامة الإنسان في حلاوة اللسان
373	صدرك أوسع لسرك
374	صدور الأحرار قبور الأسرار
375	عثرة القدم أسلم من عثرة اللسان
376	كأن على رءوسهم الطير
377	كل سر جاوز الاثنين شاع
378	لا تطلقن القول في غير بصر إن اللسان غير مأمون الضرر
379	لا تهرف بما لا تعرف
380	لسان الفتى عن عقله ترجمانه متى زل عقل المرء زل لسانه
381	لسانك حصانك إن صنته صانك وإن هنته هانك
382	الساكت عن الحق شيطان أخرس
383	مقتل الرجل بين فكيه
384	ملكت نفسي يوم ملكت منطقي
385	من كتم سره كان الخيار بيده
386	واحفظ لسانك لا تقول فتبتلى إن البلاء موكل بالمنطق
387	وبعض القول يذهب في الرياح
388	وَجُرْحُ اللسان كَجُرْحِ اليد
389	وفي الصمت ستر للغيّ وإنما صحيفة لب المرء أن يتكلما
390	ولفظة زائغة سبيلها قد سلبت نعمة من يقولها
391	من لم يكن لسره كتوما فلا يلم في كشفه نديما
392	أَتَأمُرُونَ النَّاسَ بِالبِرِّ وَتَنسَونَ أَنفُسَكُم 
393	إذا بلغ الرأي المشورة فاستعن بحزم ناصح أو نصيحة حازم
394	إذا صدأ الرأي أصقلته المشورة
395	الرأي قبل شجاعة الشجعان
396	المستشير معان والمستشار مؤتمن
397	المستنير على طريق النجاح
398	المشورة راحة لك وتعب لغيرك
399	المشورة عين الهداية
400	المشورة لقاح العقول
401	أول الحزم المشورة
402	بقدر الرأي تعتبر الرجال وبالآمال ينتظر المآل
403	وعند جهينة الخبر اليقين
404	خاطر من استغنى برأيه
405	شاور في أمرك الذين يخشون الله
406	شاور لبيباً ولا تعصه
